title,rating,num_ratings,tags,actors
虫之歌,9.2,930,[奇幻|战斗],[浅沼晋太郎|生天目仁美|花澤香菜|平川大輔|高木礼子|野中藍|羽多野渉|田村ゆかり|浜田賢二]
干物妹！小埋 中配版,9.1,1945,[漫画改|日常|搞笑|萌系],[山新|皇贞季|幽舞越山|杨凝|姜英俊|叶知秋|图特哈蒙|李兰陵]
魔法律事务所 第二季,8.6,857,[漫画改|奇幻|魔法],[村濑步|林勇|神谷浩史|柿原彻也|明坂聪美|河村梨惠|羽多野涉|斋贺光希|野水伊织|太田哲治|天崎滉平|小林裕介|高桥伸也|莲岳大|齐藤次郎|松田飒水|松田利冴|大久保瑠美|间岛淳司|小田切茜|泽木郁也]
请问您今天要来点兔子吗？？～Dear My Sister～,9.8,6976,[萌系|日常|治愈|萝莉],[佐仓绫音|水濑祈|种田梨沙|佐藤聪美|内田真礼|徳井青空|村川梨衣|Blue|早见沙织|速水奖]
巴哈姆特之怒 VIRGIN SOUL,6.8,5508,[魔法|架空|奇幻|战斗],[井上剛|吉野裕行|諸星すみれ|梅原裕一郎|沢城みゆき|森久保祥太郎|潘めぐみ|岩崎ひろし|ソフィエ..]
新猫和老鼠 第四季,9.7,1114,[少儿|搞笑],[加里·科尔|乔伊·德奥里亚|罗尔夫、鲁迪|克里斯·埃德格利|金洁|格雷·格里芬|丹尼尔·罗斯|斯蒂芬·斯坦顿|里克·齐夫]
早安恋味糕点店,7.4,477,[恋爱|校园|日常],[石川由依|柿原彻也|石川界人|木村良平|绿川光|羽多野涉|小西克幸|佐仓绫音|榎本温子|榊原良..]
地狱少女 三鼎,9.5,2727,[原创|奇幻|神魔],[能登麻美子|松风雅也|本田贵子|菅生隆之|上田祐司|水树奈奈|酒井香奈|佐藤聪美|椎名碧流|和多田美咲]
排球少年剧场版 结束与开始,9.8,2370,[热血|校园|社团|运动],[村瀬歩|石川界人|日野聡|入野自由|林勇|細谷佳正|岡本信彦|内山昂輝|斉藤壮馬]
狂热深渊-迷失的孩子,5.6,400,[科幻|原创|冒险],[下野紘]
迷糊餐厅 WORKING’!!,9.6,2708,[漫画改|搞笑|日常|声控],[福山潤|藤田咲|喜多村英梨|阿澄佳奈|神谷浩史|小野大輔|広橋涼|渡辺久美子|戸松遥]
烧窑的话也要马克杯,9.0,1317,[日常|治愈|漫画改|运动],[田中美海|芹泽优|若井友希|本泉莉奈]
众神的恶作剧,9.0,940,[乙女|奇幻],[早見沙織|入野自由|小野大輔|上村祐翔|豊永利行|神谷浩史、阿澄佳奈|細谷佳正|梶裕贵]
笑对阴天,9.3,1141,[奇幻|历史],[中村悠一|/|小泽亚李|梶裕贵|代永翼|樱井孝宏|鸟海浩辅|能登麻美子|佐藤利奈|铃村健一]
告白实行委员会 告白预演,9.3,769,[恋爱|校园|声控],[神谷浩史|戸松遥|阿澄佳奈|梶裕貴|鈴村健一|豊崎愛生|麻倉もも]
卡片战斗先导者overDress,7.2,854,[热血|游戏改|励志],[苍井翔太|小野友树|内田雄马|进藤天音|伊藤昌弘|远野光|森岛秀太|中岛由贵]
X特遣队的奇幻之旅,8.7,1319,[原创|奇幻|冒险],[永濑安奈|梅原裕一郎|山口令悟|子安武人|福山润|木村昴|安济知佳|鲸|上田丽奈|福岛润]
花样滑冰Stars,2.6,13000,[原创|运动|声控],[内田雄马|古川慎|神谷浩史|日野聪|前野智昭|花江夏树|土田玲央|千叶翔也|佐藤元|梅原裕一郎|小野友树|竹田海渡|齐藤壮马|野岛裕史|野岛健儿]
名侦探柯南：黑铁的鱼影 ,9.6,7161,[动画],[高山南|/|山崎和佳奈|/|小山力也|/|林原惠美]
战刻夜想曲,8.3,1191,[乙女|游戏改|穿越],[花江夏树|佐佐木喜英|武内骏辅|逢坂良太|山本一庆|森川智之|岛崎信长|小林裕介]
精灵宝可梦XY&Z,8.6,2775,[热血|奇幻|架空|冒险],[小软:梶裕貴|小智:松本梨香|希特隆的咚咚鼠:佐藤恵|莎莉娜:牧口真幸|希特隆:梶裕貴|柚丽嘉:かないみか、伊瀬茉莉也|小智的皮卡丘:大谷育江|小智的甲贺忍蛙:うえだゆうじ]
黑塔利亚 World Series 第4期,9.6,2092,[萌系|日常|声控|泡面],[浪川大辅|安元洋贵|高桥广树|小西克幸|杉山纪彰|小野坂昌也|甲斐田ゆき|高户靖广|高坂笃志|笹..]
星际牛仔 天国之扉,9.8,5123,[热血|科幻|时泪],[山寺宏一|石塚運昇|林原惠美|多田葵|山寺宏一]
阿茹茉妮,9.6,2149,[奇幻|治愈],[松岡禎丞|上田麗奈|沼倉愛美|大地葉]
潜行吧！奈亚子 OVA 温柔地解决敌人的方法,9.6,842,[少女],[喜多村英梨|阿澄佳奈|松来未祐|釘宮理恵|久川綾|國府田マリ子|新井里美]
OZMAFIA!!,8.7,305,[萌系|日常|泡面],[新垣樽助|兴津和幸|梯笃司|市来光弘|桐本拓哉|井口祐一|峰岸佳|高桥英则]
美丽新世界 The Animation/美好世界,8.9,1078,[游戏改|奇幻|战斗],[内山昂辉|钵岭杏奈|木村昴|竹达彩奈|木村良平|津田健次郎|新井里美|胜杏里|高桥研二|藤本隆行|生天目仁美|白熊宽嗣]
灵感！,9.7,2654,[奇幻|少女],[木户衣吹|伊藤美来|饭田里穗|M·A·O|山崎惠理|山谷祥生|羽多野渉|川原庆久|井泽美香子|くじら|梅莉..]
结界师,9.8,2914,[奇幻|热血],[吉野裕行|斉藤梨絵|百々麻子|石井正則|金野恵子|宮内敦士|大西健晴]
装甲娘战机,8.3,1148,[游戏改|少女|机战],[逢田梨香子|村川梨衣|大西沙织|福原绫香|宫下早纪]
Butlers～千年百年物语～,6.8,734,[架空|穿越|奇幻|战斗],[如月天奈:三澤紗千香|神宫寺高马:鈴木達央|羽早川翔:佐藤拓也|橘晃:前野智昭|青叶萤:永塚拓馬|绯樱春人:豊永利行|茶野京一:|黑泽大地:山下誠一郎|御国鹰司:杉山紀彰]
卡片战斗先导者will+Dress,9.1,164,[游戏改],[苍井翔太|小笠原仁|各务华梨|山下大辉|佐久间大介|真野拓实|安元洋贵|户松遥|中村悠一|铃村健一|反田叶月|小野友树|内田雄马|进藤天音|远野光|伊藤昌弘|中岛由贵|大地叶]
砂糖苹果童话故事 银砂糖师与黑妖精,8.3,469,[小说改|恋爱|奇幻|美食],[贯井柚佳|水中雅章|高桥李依|前野智昭|寺岛拓笃|川岛零士|上村祐翔]
列比乌斯/Levius,9.4,1441,[漫画改|战斗|科幻],[岛崎信长|诹访部顺一|樱井孝宏|佐仓绫音|大冢芳忠|小野大辅|早见沙织|宫野真守]
无畏魔女,8.7,532,[战斗|机战|原创],[加隈亜衣|佐藤利奈|高森奈津美|原由実|末柄里恵|村川梨衣|石田嘉代|乔洁特・..]
攀岩少女！,9.0,2507,[漫画改|运动],[上坂堇|石川由依|铃木爱奈|富田美忧|小松未可子|国立幸|植田千寻|御堂大丽亚|Machico|田村由香里]
Sends of Destruction,8.5,631,[奇幻|热血|架空|冒险],[宫野真守|坂本真绫|古谷彻|小林优|小野大辅]
募恋英雄,9.0,1234,[游戏改|恋爱|乙女|职场],[村井美里|杉田智和|浪川大辅|梶裕贵|前野智昭|鸟海浩辅|花江夏树|高冢智人|柿原彻也|江口拓也|山谷祥生|白井悠介|山下诚一郎|八代拓|内田雄马|西山宏太朗|武内骏辅|山下大辉|中岛良树|泽城千春|梅原裕一郎|增田俊树]
斩首循环 蓝色学者与戏言跟班,9.5,3609,[小说改|推理],[梶裕貴|悠木碧|甲斐田裕子|嶋村侑|川澄綾子|浜田賢二|遠藤綾|池澤春菜|伊瀬茉莉也]
次元发电机,9.7,1763,[声控],[小林裕介|梶裕贵|安济知佳|原由实|水树奈奈|秦岚|岸尾大辅|堀江由衣|上坂堇|小仓唯|Angela|高桥洋子|i☆Ris|西川贵教|费洛☆蒙|宫野真守|花泽香菜|西沢幸奏|小山百代|下屋则子&amp;杉山纪彰|相叶裕树|梶浦由记|前岛亜美|泽野弘之|Pile|FLOW|大坪由佳|井上正大|东山奈央|Roselia|伊藤美来|Celeina|Ann|Sphere|苍井翔太|LisAni主编|马岛亮|KOTOKO|野口衣织|Machico]
调酒师,9.7,1309,[日常|治愈],[水岛大宙|藤村步|石森达幸|家弓家正|矢岛正明|森本レオ]
南家三姐妹 我回来了,9.8,3444,[萌系|搞笑|日常|漫画改],[佐藤利奈|茅原实里|井上麻里奈|水树奈奈|高梁碧|森永理科|浅沼晋太郎|小野大辅]
幻想嘉年华 Special Season,9.7,2011,[奇幻|日常],[仙台エリ|本多陽子|野島健児|柚木涼香|高野直子|松来未祐|杉山紀彰|川澄綾子|植田佳奈|Archer..]
玛丽与魔女之花,7.7,2914,[动画|奇幻|冒险],[杉咲花、神木隆之介、天海祐希、小日向文世、满岛光、佐藤二朗、远藤宪一、渡边绘里、大竹忍]
锁链战记 赫克瑟塔斯之光,6.8,566,[游戏改|架空],[石田彰|内田真礼|山下大輝|佐倉綾音|豊永利行|内田彩|今井麻美|小岩井ことり|川原慶久]
Stories of Last Letter,9.5,2316,[奇幻|治愈|少女],[植田佳奈|松岡由貴|寺島拓篤|野島昭生|仙台惠理|折笠富美子|千葉紗子]
擅长逃跑的殿下,9.6,1251,[漫画改|历史|搞笑|战斗],[结川麻希|矢野妃菜喜|日野麻里|铃代纱弓|悠木碧|户谷菊之介|中村悠一]
消灭都市,7.6,1241,[游戏改|冒险],[花泽香菜|杉田智和|中村悠一|朝井彩加|新垣樽助|爱美|西村太佑|中惠光城|高桥信|高桥英则|今井麻美|佐仓绫音|松冈祯丞|岛崎信长|KENN|日冈夏美|黑泽朋世|铃木崚汰|寺杣昌纪|山谷祥生|社本悠|岩井映美里|直田姬奈|大西亚玖璃|园山光]
魔法禁书目录 炭,9.3,2233,[萌系|搞笑],[佐藤利奈|井口裕香|阿部敦|佐久间丽]
DARKER THAN BLACK -黑之契约者- 外传,9.7,2946,[奇幻|科幻|战斗|热血],[木内秀信|福圓美里|井上夏葉|皆川純子|岩永哲哉、平松晶子|平井啓二|竹内良太|桐本琢也|松本ヨシロウ]
精灵宝可梦 超世代,9.6,2085,[架空|热血|战斗|少儿],[KAORI|松本梨香|大谷育江|西村ちなみ|犬山イヌコ|飯塚雅弓|小林優子]
2.43清阴高中男子排球社,8.6,1799,[小说改|运动|社团|励志],[榎木淳弥|小野贤章|梅原裕一郎|伊东健人|苍井翔太|木村昴|石川界人|天崎滉平|梶原岳人|若林佑|堀江瞬|荒井聪太|大河元气]
梦幻之星online2,8.2,495,[科幻|奇幻],[苍井翔太|诹访彩花|M·A·O|岛崎信长|佐藤拓也|村川梨衣|金田秋|堀江瞬|桦山南|玄田哲章]
魔术士欧菲流浪之旅 基姆拉克篇,7.0,442,[小说改|奇幻|战斗|冒险],[森久保祥太郎|大久保瑠美|小林裕介|日笠阳子|鬼头明里|下妻由幸|宫内敦士|杉田智和|坂本真绫|小西克幸|子安武人|井上喜久子|平山笑美|水野麻里绘|渕上舞|浪川大辅]
橘色奇迹,8.8,1886,[漫画改|校园|恋爱|奇幻],[高宫菜穂:|花泽香菜|成瀬翔:|山下诚一郎|/|藤田茜|须和弘人:|古川慎]
小马宝莉 第二季,9.8,2476,[萌系|奇幻],[Twilight|Tara|Strong|Rainbow|Ashleigh|Ball|Apple|Ashleigh|Ball|Tabitha|St..]
心灵侦探八云,8.9,657,[推理|智斗],[小野大辅|藤村步|东地宏树|关俊彦|小清水亚美|纳谷六朗|丰口惠美|川岛得爱]
公司的小小前辈,9.0,1064,[漫画改|恋爱],[立花日菜|新祐树|花守由美里|岛崎信长|小松未可子]
麻辣教师GTO,9.8,5647,[时泪|搞笑|日常|热血],[高木渉|野田順子|矢薙直樹|関智一|岡野浩介|岡本嘉子|折笠富美子|三石琴乃|千葉一伸]
魔法少女☆伊莉雅 OVA,9.3,1142,[萌系|校园|少女|魔法],[門脇舞以|名塚佳織|斎藤千和|寺田春日|宮川美保|杉山紀彰|高野直子|松来..]
甜梦猫,9.6,1526,[奇幻|萌系|治愈|少女],[丰崎爱生|村上奈津实|幸村惠理|伊藤彩沙|小林裕介|小越勇辉|市之濑加那|广濑有纪|真野步|贯井柚佳]
OVERLORD OAD,9.4,2988,[热血|奇幻|魔法|架空],[日野聡|原由実|宮野真守|悠木碧|内山夕実|加藤英美里|加藤将之|三宅健太|塞巴..]
魔法少女奈叶,9.8,2026,[热血|魔法],[水樹奈奈|田村由加莉|水桥香织|高橋美佳子|久川綾|桑谷夏子|松岡由貴|阪田佳代..]
交响诗篇 第一季,9.6,2569,[架空|热血|科幻|冒险],[名塚佳織|三瓶由布子|月光号：尼尔瓦修：阿尼莫奈：小清水亚美|根谷美智子|木川絵理子|藤原啓治、浅野まゆみ]
女神异闻录3 电影版 第一章：春生,9.5,764,[科幻|奇幻|战斗|校园],[石田彰|鳥海浩輔|豊口めぐみ|田中理恵|緑川光|中井和哉|能登麻美子|田之中勇|沢城みゆき]
魔法师的爱徒 / 魔法使的新娘 第二季,9.7,1087,[漫画改|奇幻|治愈|恋爱],[种崎敦美|竹内良太|内山昂辉|远藤绫|津田美波|河濑茉希|山下诚一郎|小林大纪|上田丽奈|西山宏太朗|日野聪|田村睦心]
歌之☆王子殿下 真爱1000%,9.4,986,[音乐|声控|乙女],[下野紘|诹访部顺一、佐藤奏美|宫野真守|谷山纪章、新田惠海|铃村健一|寺岛拓笃|泽城美雪]
鲁邦三世 第五季,9.8,3783,[搞笑|时泪|漫画改],[栗田貫一|浪川大輔|小林清志|泽城美雪]
辉夜大小姐想让我告白 -究极浪漫- 中配版,9.7,546,[漫画改|搞笑|校园|恋爱],[宴宁|余昊威|hanser|袁铭喆|黑兔子|高启帆|周侗|阿沁|吟良犬|段艺璇|赵成晨]
UN-GO 因果论,9.5,1477,[奇幻|智斗|推理],[勝地涼|豊崎愛生|山本希望|三木眞一郎|本田貴子|入野自由|松本まりか]
核爆默示录,8.3,849,[科幻|冒险],[戸松遥|明坂聡美|花澤香菜|鈴村健一|堀江由衣|坂本真綾|小山力也|佐藤友啓|茶風林]
地。-关于地球的运动-,9.1,1930,[漫画改|历史|催泪],[坂本真绫|津田健次郎|速水奖|小西克幸|中村悠一|仁见纱绫]
加速世界 Infinite Burst,8.8,1267,[小说改|恋爱|战斗|励志],[三泽纱千香|梶裕贵|丰崎爱生|浅沼晋太郎]
依靠最弱辅助职能【话术士】的我统领世界最强氏族,8.6,357,[小说改|奇幻],[山下大辉|芹泽优|大桃阳介|坂田将吾|子安武人|咲野俊介|和久井优|中岛良树|田岛章宽|本渡|枫|前田诚二]
莱莎的炼金工房～常暗女王与秘密藏身处～,9.1,554,[游戏改|奇幻|冒险],[野口百合|大和田仁美|寺岛拓笃|近藤唯|野岛裕史|照井春佳]
鬼灭之刃 兄妹之绊,9.0,1319,[漫画改|热血|战斗|奇幻],[花江夏树|鬼头明里|下野纮|松冈祯丞|樱井孝宏|大冢芳忠|梶裕贵|加隈亚衣|冈本信彦|森川智之|悠木碧|井泽诗织|浪川大辅|山崎巧|绿川光|子安武人]
机动战士高达 雷霆宙域战线 第一季,9.7,1920,[机战|科幻],[中村悠一|木村良平|古川由利奈|逢坂良太|杉田智和|行成とあ|カーラ・ミッチ..]
勇者斗恶龙 达伊的大冒险,9.6,4238,[冒险|漫画改|热血|战斗],[种崎敦美|丰永利行|小松未可子|早见沙织|樱井孝宏|梶裕贵|绪方贤一|降幡爱|关智一|前野智昭|奈良彻|子安武人|岩田光央|速水奖|土师孝也]
天元突破 红莲螺岩 剧场版,9.8,4248,[原创|热血|战斗|科幻],[小西克幸|柿原徹也|福井裕佳梨|井上麻里奈|阿澄佳奈]
潜行吧！奈亚子F,9.7,1403,[少女],[喜多村英梨|阿澄佳奈|大坪由佳|羽多野渉|久川綾|釘宮理恵|松来未祐|新井里美]
山田君与7人魔女 OAD,9.6,1440,[奇幻],[逢坂良太|早見沙織|福山潤|喜多村英梨|内田真礼|増田俊樹]
武器种族传说,9.6,1488,[奇幻|热血|架空|冒险],[石田彰|高橋美佳子|水樹奈奈|上田祐司|鈴木菜穂子]
小马宝莉 友谊的魔力 第八季 中文配音,9.7,1430,[少女|魔法],[Twilight|Tara|Strong|Rainbow|Ashleigh|Ball|Apple|Ashleigh|Ball|Tabitha|St..]
名侦探柯南 瞳孔中的暗杀者,9.8,6513,[漫画改|推理|智斗|悬疑],[江户川柯南:高山南|毛利兰:山崎和佳奈|工藤新一:山口胜平|毛利小五郎:神谷明|灰原哀:林原惠美|吉田步美:岩居由希子|圆谷光彦:大谷育江|妃英理:高岛雅罗|高木涉:高木渉]
魔法少女☆伊莉雅 2wei Herz! SP,9.3,1154,[萌系|奇幻|日常],[門脇舞以|名塚佳織|斎藤千和|植田佳奈|関智一、遠藤綾|佐藤聡美|加藤英美里|卫宫士..]
甘城光辉游乐园 SP 激动人心小剧场,9.7,2271,[日常|治愈],[内山昂辉|加隈亚衣|藤井雪代|五十岚裕美|高森奈津美|相坂优歌|黑泽知叶|三上枝织|津田美波|..]
18if 梦境异闻录,8.6,1157,[游戏改|穿越|冒险],[島﨑信長|子安武人|名塚佳織]
花园宝宝 中文配音,9.8,2636,[萌系|治愈|少儿],[德里克·雅各比]
幻想嘉年华 EX Season,9.6,1520,[奇幻|日常],[野島健児|柚木涼香|三石琴乃|高野直子|松来未祐|中田譲治|成田剣|植田佳奈|小清水亚美..]
刀语,9.6,2453,[奇幻|战斗|冒险|历史],[くまいもとこ、細谷佳正|田村ゆかり|広橋涼|緑川光|中原麻衣|宮本充|戸松遥|小山力也]
前进吧！登山少女 第三季,9.8,4010,[社团|萌系|漫画改|日常],[井口裕香|阿澄佳奈|日笠阳子|小仓唯|东山奈央|牧野由依|仪武祐子|七濑彩夏|高尾奏音|山本亚衣]
虹色时光,9.2,2593,[漫画改|恋爱|校园|少女],[松冈祯丞|江口拓也|岛崎信长|内山昂辉|津田美波|内山夕实|茅野爱衣|石上静香|海老名翔太|滨添伸也|户田惠]
TSUKIPRO,9.2,956,[音乐|偶像|原创],[丰永利行|小野友树|古川慎|村田太志|泽城千春|土岐隼一|山谷祥生|山下大辉|寺岛惇太]
钻石王牌 act II 后半,9.8,6141,[漫画改|校园|运动|社团],[逢坂良太|櫻井孝宏|島﨑信長|花江夏樹|浅沼晋太郎]
×××HOLiC 笼,9.8,1965,[奇幻],[中井和哉|福山潤|日高里菜|こじまかずこ|望月久代|大原さやか]
名侦探柯南 世纪末的魔术师,9.7,4119,[漫画改|推理|智斗|悬疑],[江户川柯南:高山南|毛利兰:山崎和佳奈|怪盗基德:山口胜平|工藤新一:山口胜平|毛利小五郎:神谷明|灰原哀:林原惠美|吉田步美:岩居由希子|小岛元太:高木渉|远山和叶:宫村优子]
青之文学,9.4,1097,[治愈],[堺雅人|堺雅人|桑島法子|小山力也|水樹奈々|朴璐美|津田匠子]
石膏男孩,8.8,723,[搞笑],[杉田智和|立花慎之介|福山润|小野大辅|古城门志帆|牧野由依|黑田崇矢|前田玲奈|樱井孝宏]
超级小白,9.6,5296,[漫画改|搞笑],[真柴摩利|野上由加奈|胜杏里]
新网球王子 OVA 对战Genius10,9.3,1289,[运动|热血|社团],[永井幸子|増田裕生|津田健次郎|皆川純子|近藤孝行|甲斐田ゆき|小野坂昌也|喜安浩平|諏訪部順一]
pop子和pipi美的日常 中配版,9.6,2993,[漫画改|搞笑],[1、光合积木|2、北斗企鹅|3、藤韵文化|4、Listen|·|领声|5、729声工场]
编舟记,9.7,3055,[励志|职场|小说改],[樱井孝宏|坂本真綾|神谷浩史|金尾哲夫|麦人|榊原良子|斎藤千和|日笠陽子]
银河英雄传说：全新命题,9.7,3817,[小说改|科幻|架空|智斗],[宫野真守|铃村健一|梅原裕一郎|梶裕贵|诹访部顺一|小野大辅|中村悠一|远藤绫|相泽正辉]
我们这一家 新篇,9.8,774,[日常],[渡边久美子|折笠富美子|阪口大助|绪方贤一|饭田友子|沼田祐介|绿川光|爱河里花子|玉川砂记子|山口胜平|水田山葵]
BLACK CAT,9.4,1187,[热血|奇幻|战斗],[近藤隆|藤原啓治|福圓美里|豊口めぐみ|三木眞一郎|千葉千恵巳]
RErideD-穿越时空的德理达,7.5,1773,[科幻|原创|穿越|冒险],[小野贤章|M・A・O|茜屋日海夏|佐佐木启夫|本渡枫|山本和臣|小林优|樱井孝宏|稻叶实|松田健一郎]
名侦探柯南 侦探们的镇魂歌,9.6,3467,[漫画改|推理|智斗|悬疑],[高山南|山崎和佳奈|神谷明|山口胜平|林原惠美|岩居由希子|高木涉|折笠爱|绪方贤一|古谷彻|平野文]
高达创战者,9.7,3464,[机战|科幻|冒险],[早見沙織|小松未可子|國立幸|石川由依|広瀬正志|佐藤拓也|藤井美波|中村悠一|三石琴乃]
星之梦～星之人～,9.8,6443,[催泪],[铃木惠子|小野大辅]
名侦探柯南 天空的遇难船,9.1,3230,[漫画改|推理|智斗],[江户川柯南:高山南|毛利兰:山崎和佳奈|怪盗基德:山口勝平|灰原哀:林原惠美|服部平次:堀川亮|黑羽快斗:山口勝平|铃木次郎吉:永井一郎]
绽放的阿尔斯诺特利亚,9.1,794,[游戏改|奇幻|校园],[阿尔斯诺特利亚:久野美咲|梅尔:花井美春|小阿尔伯特:富田美忧|琵卡特里克丝:幸村惠理|阿布拉梅林:松井惠理子]
精灵宝可梦 剧场版3：结晶塔的帝王（中文版）,9.1,242,[战斗|冒险],[饭冢雅弓|松本梨香|喵喵|犬山イヌコ]
新 东京猫猫,6.3,685,[漫画改|萌系|奇幻],[天麻优希|日向未来|十二稜子|户田梨杏|石井萌萌|内田雄马|中村悠一|白井悠介|石原夏织|冈本信彦|山下大辉|梅原裕一郎|铃木爱奈|佐伯伊织|石田　彰]
魔女的使命 OVA,9.3,599,[校园|魔法],[瀬戸麻沙美|多华宫|小林裕介|多华宫|茅野愛衣|大原|沙耶香|泽城美雪|釘宮理恵|能登麻美子|大地葉|仓石蒲公..]
理科生坠入情网，故尝试证明。 第二季 中配版,7.9,161,[漫画改|搞笑|校园|恋爱],[雪村心夜:谢添天|冰室菖蒲:冯骏骅|奏言叶:苏婉|犬饲虎辅:不一|棘田惠那:vila|池田嘉信:夏磊|克里斯:小忻|藤原翠玉:美加|解说熊:时音|山本亚梨华:翁媛|式城直哉:风袖|高桥老师:沈达威|神乐野春:醋醋|星上绮罗莉:美加|星上绮罗罗:灯果|神乐野海峰|奏爷爷:苏鑫|雏森连|蓝香:筱筝|雄一|等:吕书君|神谷圆香|:富贵|谷口祥贵|等:德智|久世教授|式城爸爸:柯暮卿|郭教授:高其昌|加纳教授|奏爸爸:鹏小胖|奏妈妈:杨鸥|参加配音的还有:吴孟阳、降温、曹若海、忙音、珊珊、圈圈|友情出演:京城小雷ALEX]
锁链战记 赫克瑟塔斯之光,7.2,253,[战斗|奇幻|架空|游戏改],[石田彰|佐仓绫音|内田真礼]
小魔女学园,9.7,2078,[萌系|奇幻|搞笑|校园],[潘|めぐみ（潘惠美）|折笠|富美子（折笠富美子）|村瀬|迪与（村濑迪与）|日笠|阳子（日笠阳..]
面包带来和平！,8.9,600,[治愈|日常|校园|萌系],[木户衣吹|山崎惠理|丰田萌绘|大森日雅]
怪物之子,9.6,5256,[治愈|冒险|奇幻],[役所広司|宮崎あおい、染谷将太|広瀬すず|大泉洋|リリー・フランキー|津川雅彦|山路和弘|宮野真守]
精灵宝可梦 钻石&珍珠,9.7,2192,[热血|战斗|励志|少儿],[松本梨香|豊口めぐみ|大谷育江|三木眞一郎|林原めぐみ|西村ちなみ]
小凉宫春日的忧郁,9.6,2085,[萌系|漫画改],[杉田智和|後藤邑子|平野綾|茅原実里|松元恵|松岡由貴|桑谷夏子|大塚明夫]
英雄联盟：双城之战 中文配音,9.8,650,[科幻|冒险],[贺文潇|聂曦映|张福正|维克托：罗云熙（Netflix版：钱文青）|刘校妤|张杰|梅尔：万茜（Netflix版：季冠霖）|艾克：范丞丞（Netflix版：苏尚卿）|李昊甲|刘琮|马程|苏尚卿|星潮|刘芊含|杨天翔|祝敏|张遥函|汤水雨|季冠霖|冯盛|郭浩然|李世荣|张丽敏|张欣|亚捷|徐佳琦|钱琛|李诗萌|蔡海婷|wAwa|米勒|泽元|余霜|希然]
真月谭月姬,8.2,2089,[奇幻|校园|战斗],[鈴村健一|生天目仁美|折笠富美子|伊藤静|三宅健太|吉野裕行|櫻井孝宏|田中かほり]
A3!满开剧团 秋组&冬组篇,9.4,615,[游戏改|音乐|偶像],[泽城千春|武内骏辅|滨健人|熊谷健太郎|帆世雄一|田丸笃志|佐藤拓也|寺岛惇太|丰永利行|柿原彻也|酒井广大|白井悠介|西山宏太朗|浅沼晋太郎|五十岚雅|江口拓也|土岐隼一|山谷祥生|广濑大介|小泽廉]
彗星路西法,6.6,460,[奇幻|架空|冒险],[小林裕介|大橋彩香|高橋李依|寺島拓篤|諏訪彩花|水瀬いのり|三森すずこ|三..]
奇诺之旅,9.8,3036,[小说改|奇幻|冒险],[前田爱|相濑龙史|渡边明乃、翠准子|千叶进步]
MYSELF;YOURSELF,9.4,1640,[日常|治愈],[立花慎之介|小清水亚美|田村ゆかり|子安武人|豊口めぐみ|金田朋子|中原麻衣|村田あゆみ]
名侦探柯南 银翼的魔术师,9.4,2915,[漫画改|推理|智斗],[江户川柯南:高山南|毛利兰:山崎和佳奈|怪盗基德:山口勝平|灰原哀:林原惠美|圆谷光彦:大谷育江|铃木园子:松井菜樱子|妃英理:高岛雅罗|矢口真佐代:久川绫|酒井夏树:冰上恭子]
被狙击的学园,8.5,1491,[催泪|奇幻|校园|日常],[本城雄太郎|渡边麻友|小野大輔|花澤香菜|木村良平|戸松遥|木内秀信]
小马宝莉 第四季,9.8,2288,[萌系],[Twilight|Tara|Strong|Rainbow|Ashleigh|Ball|Apple|Ashleigh|Ball|Tabitha|St..]
名侦探柯南 第14个目标,9.7,3640,[漫画改|推理|智斗],[江户川柯南:高山南|毛利兰:山崎和佳奈|毛利小五郎:神谷明|吉田步美:岩居由希子|圆谷光彦:大谷育江|铃木园子:松井菜樱子|妃英理:高岛雅罗|目暮十三:茶风林|泽木公平:中尾隆圣]
妖精的尾巴 剧场版 凤凰巫女,9.6,1963,[奇幻|战斗|冒险],[柿原彻也|中村悠一|平野绫]
海月姬,9.3,1319,[搞笑|日常|治愈],[花澤香菜|斎賀みつき|諏訪部順一|斉藤貴美子|岡村明美|くまいもとこ|能登麻美子|子安武人|千葉繁]
名侦探柯南 通往天国的倒计时,9.8,4893,[漫画改|推理|智斗|悬疑],[江户川柯南:高山南|毛利兰:山崎和佳奈|灰原哀:林原惠美|吉田步美:岩居由希子|小岛元太:高木渉|铃木园子:松井菜桜子|目暮十三:茶风林|伏特加:立木文彦|琴酒:堀之紀]
备长炭,9.9,4932,[萌系|搞笑|日常|治愈],[野中藍|佐藤利奈|福圓美里]
战姬绝唱SYMPHOGEAR,9.7,1797,[音乐|科幻|原创|热血],[悠木碧|高山南|水树奈奈|保志总一朗|高垣彩阳|井口裕香|沢城美雪|石川英郎|赤崎千夏]
拜托了 爱因兹贝伦咨询室,9.4,1851,[萌系|搞笑],[金元寿子|大原さやか|Caster|/|鶴岡聡|かわむら拓央|緑川光|置鮎龍太郎|S..]
鬼灭之刃 那田蜘蛛山篇,9.1,1180,[漫画改|热血|战斗|奇幻],[花江夏树|鬼头明里|下野纮|松冈祯丞|樱井孝宏|内山昂辉|小清水亚美|森久保祥太郎|白石凉子|稻田彻]
小猪佩奇 第一季,8.8,2344,[原创|少儿|日常],[陈奕雯|张安琪|范楚绒|符冲|姜玉玲|贾邱]
